id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
1221	exhaust gase	0.7865	-0.2997	3	603	1283	90	2013.7889
1222	exhaust temperature	0.9354	-0.2731	3	261	430	24	2013.0417
1223	expansion	-0.3109	-0.6694	2	902	2296	157	2014.6242
1224	expectation	-0.3768	-0.7013	2	332	497	33	2014.6061
1225	experience	-0.2187	-0.6964	2	502	867	65	2012.9538
1226	experimental analysis	1.0217	-0.061	3	414	790	46	2016.8696
1227	experimental assessment	0.7952	-0.0235	3	286	432	23	2017.6522
1228	experimental evaluation	0.8549	-0.0801	3	176	238	12	2017.3333
1229	experimental investigation	1.1518	-0.102	3	1109	4881	274	2016.5912
1230	experimental measurement	0.7848	-0.1827	3	204	296	23	2015.7826
1231	experimental research	0.9126	-0.0932	3	222	293	21	2015.8571
1232	experimental result	0.7507	0.0765	3	1732	7222	457	2015.7221
1233	experimental run	-0.0217	0.5441	1	116	163	12	2014.75
1234	experimental study	0.9268	-0.0858	3	1213	3887	238	2016.6471
1235	experimental test	1.1363	-0.2499	3	313	612	34	2017.2353
1236	experimental value	0.4379	0.4109	1	269	382	29	2015.6207
1237	experimental work	1.0149	-0.1465	3	510	1214	65	2015.7538
1238	experimentally	0.5232	0.1253	3	155	245	16	2016.125
1239	experimentation	1.0294	-0.1667	3	375	717	38	2017.6316
1240	export	-0.5226	-0.7642	2	339	573	38	2014.2632
1241	expression	-0.4037	0.0729	4	650	1536	113	2015.3894
1242	externality	-0.4025	-0.9105	2	170	254	22	2016.6364
1243	extraction efficiency	-0.5413	0.102	4	295	423	28	2015.4643
1244	extraction method	-0.4895	0.2058	4	506	812	57	2016.9298
1245	extraction solvent	-0.2929	0.2591	4	182	230	17	2016.2941
1246	extraction temperature	-0.3543	0.3531	4	100	124	11	2016.6364
1247	extraction time	-0.3049	0.3782	4	230	360	27	2016.5185
1248	fabrication	0.0445	0.5181	1	166	201	18	2016
1249	faee	-0.3684	0.4466	1	392	734	52	2015.5385
1250	faees	-0.6624	0.4498	4	189	325	21	2016.1429
1251	false flax	-0.5266	-0.3936	2	109	166	11	2015.5455
1252	fame composition	-0.5435	0.3569	4	124	158	11	2016
1253	fame content	-0.3321	0.529	1	283	459	31	2014.6774
1254	fame production	-0.208	0.5847	1	215	340	20	2014.5
1255	fame profile	-0.7525	0.3622	4	159	221	15	2017.1333
1256	fame yield	-0.3592	0.6298	1	510	1186	74	2015.5541
1257	fames	-0.3036	0.4067	4	904	2160	160	2015.425
1258	family farmer	-0.5231	-0.8914	2	109	172	13	2013.3077
1259	farm	-0.5414	-0.6715	2	652	1380	92	2013.9565
1260	farmer	-0.4867	-0.7936	2	565	1505	101	2013.802
1261	farnesane	0.4969	0.0272	3	157	210	15	2017.8
1262	farnesene	-0.4675	0.2556	4	112	151	11	2016.0909
1263	fas	-0.6354	0.1165	4	221	261	17	2016.5294
1264	fast pyrolysis	-0.2956	0.0753	1	939	2495	175	2015.8
1265	fatty acid biosynthesis	-0.7456	0.226	4	135	215	16	2014.875
1266	fatty acid composition	-0.4889	0.1959	4	922	2552	189	2014.4021
1267	fatty acid content	-0.647	0.1955	4	545	946	66	2015.7576
1268	fatty acid ethyl ester	-0.3864	0.4514	1	530	1123	81	2015.4568
1269	fatty acid profile	-0.6653	0.1622	4	827	2441	163	2015.5031
1270	fatty acid profiling	-0.9173	0.2295	4	145	206	10	2017.2
1271	fatty acids composition	-0.7138	0.2495	4	188	259	19	2015.3684
1272	fatty acids profile	-0.6477	0.1875	4	222	291	18	2015.9444
1273	fatty alcohol	-0.677	0.3333	4	151	246	15	2015.9333
1274	fcc	-0.1856	0.4705	1	183	269	19	2015.5263
1275	february	-0.1664	-0.513	2	159	199	19	2010.1579
1276	fecl3	-0.233	0.8522	1	124	166	11	2016.8182
1277	fed batch	-0.7904	0.2221	4	129	159	11	2015
1278	feedstock cost	-0.6474	-0.4677	2	452	854	54	2016.0926
1279	feedstock price	-0.5715	-0.6642	2	188	290	23	2013.8261
1280	feedstock production	-0.6814	-0.6506	2	515	1042	56	2015.0536
1281	feedstock supply	-0.5379	-0.6871	2	240	337	21	2015.8095
1282	fermentable sugar	-0.7009	0.046	4	267	384	31	2017.0323
1283	fermentation broth	-0.5092	0.1162	4	208	246	21	2018
1284	fermentation medium	-0.6967	0.314	4	137	195	15	2015.7333
1285	fertiliser	-0.6024	-0.5949	2	283	445	27	2013.8519
1286	fertilization	-0.6293	-0.6176	2	248	407	28	2015.8929
1287	fertilizer	-0.6221	-0.5279	2	809	1891	123	2014.6992
1288	fesem	0.1073	0.8875	1	228	410	18	2018.7222
1289	ffa	-0.2255	0.5597	1	931	2914	190	2014.6211
1290	ffa content	-0.2606	0.5451	1	241	415	29	2014.7241
1291	ffas	-0.4222	0.5585	1	263	444	26	2014.5
1292	fid	0.0802	0.4036	1	141	179	17	2012.5294
1293	field emission scanning electron microscopy	0.2135	0.7982	1	162	229	10	2018.1
1294	field experiment	-0.4879	-0.3719	2	221	318	29	2015.7241
1295	field trial	-0.5648	-0.2914	2	150	200	15	2013.6
1296	final result	-0.3674	-0.4102	2	177	218	12	2015.75
1297	financial analysis	-0.5049	-0.6145	2	148	189	14	2013.3571
1298	financial support	-0.5324	-0.8341	2	172	219	11	2013.9091
1299	fine chemical	-0.2854	0.5541	1	205	276	20	2016.65
1300	fine particulate matter	0.1906	-0.5036	2	162	224	18	2015.1667
1301	finland	-0.4486	-0.6923	2	283	409	27	2011.3704
1302	fire point	0.2639	0.3487	1	281	500	37	2015.6486
1303	firewood	-0.3127	-0.5441	2	135	156	13	2015.6154
1304	first	-0.3362	-0.6329	2	169	187	12	2014.75
1305	first generation	-0.3617	-0.3949	2	202	243	22	2014.2727
1306	first generation biofuel	-0.3949	-0.6775	2	500	958	63	2014.254
1307	first order	0.0572	0.7666	1	168	234	14	2017.2857
1308	first order kinetic	-0.0949	0.8019	1	206	319	18	2016.5
1309	first phase	0.9811	-0.4008	3	180	284	15	2016.8667
1310	first report	-0.5855	0.2731	4	359	535	40	2016.2
1311	first year	-0.5764	-0.609	2	160	183	13	2015.8462
1312	fischer tropsch diesel	-0.4097	-0.7561	2	266	395	26	2013.1538
1313	fischer tropsch synthesis	-0.4355	-0.2438	2	331	535	38	2015.9474
1314	flame	0.8291	0.1133	3	631	2007	151	2016.2848
1315	flame ionization detection	0.154	0.2623	1	131	162	14	2012.9286
1316	flame speed	0.8411	0.1249	3	149	209	14	2017
1317	flame structure	0.8085	0.2528	3	203	418	30	2017.0333
1318	flame temperature	1.0776	-0.0378	3	300	537	37	2016.027
1319	flash point	0.2506	0.2919	1	1150	3754	255	2015.698
1320	flask	-0.7198	0.2985	4	220	339	22	2015.2273
1321	flavor	-0.587	0.2448	4	96	133	12	2016.9167
1322	fleet	0.1335	-0.6501	2	557	1077	81	2012.963
1323	flex fuel vehicle	0.2808	-0.5283	2	131	164	12	2014.5
1324	flocculation	-0.7147	0.1349	4	171	236	18	2016.3333
1325	flow cytometry	-0.6316	-0.0205	4	147	188	12	2013.0833
1326	flow reactor	0.3049	0.366	1	347	506	37	2015.0541
1327	flower	-0.5327	-0.0655	2	214	313	32	2014.375
1328	fold	-0.6471	0.119	4	867	1838	122	2015.6066
1329	fold improvement	-0.6585	0.4126	4	125	173	10	2017
1330	fold increase	-0.6567	0.1319	4	388	612	41	2015.0488
1331	food crop	-0.446	-0.5503	2	578	1097	70	2012.8714
1332	food price	-0.5298	-0.8243	2	252	410	27	2013.7778
1333	food production	-0.5911	-0.6322	2	520	992	61	2013.6066
1334	food security	-0.4661	-0.7793	2	431	820	49	2014.1224
1335	forecast	-0.2129	-0.7144	2	170	214	17	2016.5882
1336	foreign oil	-0.2458	-0.782	2	131	162	12	2009.0833
1337	forest	-0.4653	-0.7032	2	806	2133	134	2013.4627
1338	forest biomass	-0.5846	-0.734	2	181	248	18	2014.3333
1339	forest residue	-0.4937	-0.6282	2	407	728	45	2013.3333
1340	forestry	-0.4401	-0.6856	2	354	541	33	2010.8788
1341	forestry residue	-0.5018	-0.5591	2	171	201	12	2013.0833
1342	formaldehyde	0.7311	-0.1327	3	505	1234	74	2013.9865
1343	formation mechanism	0.5408	0.2119	3	230	300	22	2016.1818
1344	formic acid	-0.107	0.5217	1	271	363	24	2016.125
1345	fossil energy	-0.4575	-0.5471	2	350	545	31	2013.3226
1346	fossil energy consumption	-0.6019	-0.6141	2	187	276	15	2014.9333
1347	fossil fuel combustion	-0.1078	-0.3188	2	161	190	15	2013.8
1348	fossil fuel use	-0.4254	-0.5198	2	220	280	17	2015.6471
1349	fossil gasoline	-0.1619	-0.415	2	152	171	11	2014.9091
1350	fourier	0.1294	0.5863	1	1133	3376	185	2017.1081
1351	fourier transform infrared	0.1708	0.6917	1	216	298	16	2016.8125
1352	fourier transform infrared spectroscopy	0.0356	0.722	1	294	480	29	2017.6207
1353	fractional distillation	-0.107	0.6894	1	130	190	14	2017
1354	fragrance	-0.5091	0.3454	4	119	153	12	2017.3333
1355	frame	-0.1271	-0.6168	2	208	264	25	2014.24
1356	framework	-0.3514	-0.4618	2	1333	3893	282	2015.9858
1357	france	-0.4003	-0.7817	2	311	547	39	2011
1358	free fatty acid	-0.2459	0.5323	1	1339	4690	323	2014.5542
1359	free fatty acid content	-0.1749	0.5591	1	320	516	35	2015.9714
1360	free glycerol	-0.1249	0.4241	1	217	309	25	2012.96
1361	frequency factor	0.1898	0.649	1	153	237	14	2016.7143
1362	freshwater	-0.6381	-0.1339	4	388	628	36	2016.5833
1363	friction	0.7968	0.1102	3	300	597	53	2015.5283
1364	fructose	-0.1854	0.6949	1	322	652	41	2016.6585
1365	ft ir	-0.0087	0.7958	1	875	2638	142	2016.9225
1366	ft ir analysis	0.1296	0.6049	1	212	307	16	2017.6875
1367	ftir	0.0598	0.6589	1	1251	4391	249	2017.1486
1368	ftir analysis	0.0145	0.6072	1	338	484	26	2018.1923
1369	ftir spectra	0.0185	0.4209	1	189	232	15	2017.8
1370	ftir spectroscopy	-0.125	0.6732	1	224	286	17	2016.2941
1371	fuel atomization	0.9773	-0.0249	3	168	234	14	2017.3571
1372	fuel blend	0.9643	-0.1787	3	1318	6123	372	2016.3441
1373	fuel cell	-0.1172	-0.5989	2	420	685	55	2012.3636
1374	fuel combustion	0.6434	-0.4036	3	454	769	47	2016.0426
1375	fuel consumption	0.6545	-0.4598	3	1308	4881	325	2014.7385
1376	fuel conversion efficiency	1.0985	-0.3652	3	227	397	23	2015.7391
1377	fuel cost	-0.1468	-0.6112	2	341	500	36	2015.0556
1378	fuel demand	-0.2664	-0.6459	2	349	532	41	2015.1707
1379	fuel density	0.8981	-0.1486	3	154	211	16	2015.625
1380	fuel economy	0.7	-0.3978	3	562	1064	63	2014.1429
1381	fuel ethanol	-0.2641	-0.5457	2	104	131	14	2013.4286
1382	fuel filter	0.8475	-0.1015	3	88	122	10	2012.7
1383	fuel injection	1.2305	-0.2514	3	300	553	31	2016.0645
1384	fuel injection pressure	1.3512	-0.1384	3	370	965	48	2017.5417
1385	fuel injection strategy	1.4912	-0.175	3	178	306	13	2018.6154
1386	fuel injection system	1.1013	-0.1258	3	273	443	28	2016.1429
1387	fuel injection timing	1.4259	-0.245	3	218	429	21	2016.3333
1388	fuel injector	1.2256	-0.1917	3	250	431	25	2016.28
1389	fuel market	-0.1575	-0.6226	2	335	501	38	2013.6579
1390	fuel mixture	0.7678	-0.0738	3	656	1366	108	2015.7963
1391	fuel option	-0.0632	-0.5612	2	213	270	21	2015.2857
1392	fuel pathway	-0.2827	-0.6521	2	209	298	20	2013.7
1393	fuel ratio	0.7954	-0.0657	3	182	242	16	2016.1875
1394	fuel sample	0.8289	0.0189	3	418	801	54	2016.6296
1395	fuel spray	1.1605	-0.0896	3	168	282	21	2014.4286
1396	fuel supply system	1.0783	-0.0665	3	112	162	12	2013.5
1397	fuel temperature	1.0198	-0.1101	3	155	224	15	2014.0667
1398	full load	1.2808	-0.176	3	726	2896	144	2016.7431
1399	full load condition	1.3874	-0.2076	3	516	1730	88	2015.9205
1400	functional group	0.0874	0.4568	1	827	1579	102	2016.8039
1401	functional unit	-0.5884	-0.7226	2	466	1052	56	2015.4643
1402	functionalization	-0.1006	0.9098	1	209	371	21	2016.8095
1403	fungi	-0.5186	0.1044	4	391	608	49	2015.551
1404	fungus	-0.6293	0.1439	4	240	364	30	2014.7667
1405	furan	0.1845	0.5279	1	507	1002	71	2017.0704
1406	furan ring	0.0415	0.7751	1	127	203	13	2016.6154
1407	furfural	-0.1719	0.676	1	353	625	45	2017.5333
1408	furfuryl alcohol	-0.1024	0.8451	1	219	419	29	2018.1379
1409	future development	-0.4267	-0.4552	2	242	310	24	2015.7083
1410	future perspective	-0.6269	-0.2685	2	207	248	17	2017.7647
1411	future scenario	-0.1512	-0.7774	2	119	159	11	2016.2727
1412	g cm3	-0.5097	0.4162	4	152	201	10	2017.8
1413	g g	-0.6722	0.2816	4	358	639	47	2016.0638
1414	g kwh	1.2828	-0.3061	3	223	384	19	2017.3684
1415	g l	-0.7813	0.2518	4	984	3939	262	2015.9313
1416	g l day	-0.904	0.1215	4	151	188	10	2016.8
1417	g l h	-0.8048	0.1988	4	109	165	12	2017.25
1418	g l1	-0.7279	0.2192	4	379	723	47	2018.617
1419	g m	-0.2703	-0.2325	2	158	182	12	2014.0833
1420	g m3	0.1901	-0.4623	2	164	239	19	2016.8421
1421	g ml	-0.1612	0.3957	1	362	516	38	2016.2105
1422	g oil	-0.6205	0.3289	4	179	227	15	2016.4667
1423	gal	-0.5752	-0.4541	2	376	631	44	2012.8636
1424	gallon	-0.5095	-0.4411	2	672	1432	102	2013.7353
1425	gas analyzer	0.9564	-0.2473	3	230	353	19	2015.4211
1426	gas chromatographic analysis	-0.3697	0.4913	4	141	159	12	2014
1427	gas chromatography analysis	-0.0821	0.3751	4	271	376	25	2014.68
1428	gas chromatography mass spectrometry	0.0558	0.5875	1	730	1625	105	2015.8476
1429	gas chromatography mass spectrometry analysis	-0.2635	0.6577	1	119	150	11	2014.7273
1430	gas chromatography mass spectroscopy	-0.1616	0.7379	1	202	337	19	2016.7895
1431	gas chromatographymass spectrometry	-0.1357	0.6334	1	168	212	16	2017.8125
1432	gas turbine engine	0.6551	-0.4059	3	204	379	26	2016.7692
1433	gas yield	-0.1627	0.4742	1	253	401	33	2016.3939
1434	gaseous emission	0.8007	-0.3509	3	454	936	58	2015.2759
1435	gaseous product	-0.2085	0.5196	1	308	497	35	2016.5143
1436	gasohol	0.2375	-0.503	2	129	148	12	2011.5833
1437	gasoline blend	0.7541	-0.3382	3	305	543	34	2015.9118
1438	gasoline demand	-0.3183	-0.5629	2	102	117	11	2010.4545
1439	gasoline direct injection	0.8172	-0.449	3	131	197	11	2018.4545
1440	gasoline engine	0.7632	-0.3175	3	356	617	40	2015.025
1441	gasoline equivalent	-0.6004	-0.2848	2	280	454	27	2016
1442	gasoline ethanol blend	0.6182	-0.3622	3	148	196	14	2013.6429
1443	gasoline fraction	0.0771	0.47	1	212	270	17	2014.8235
1444	gasoline range	-0.2014	0.7827	1	126	161	12	2018.0833
1445	gasoline vehicle	0.4705	-0.5777	3	156	224	15	2011
1446	gate	-0.6684	-0.5265	2	225	337	18	2017.3333
1447	gc fid	-0.1591	0.4067	1	460	660	45	2015.6889
1448	gc ms	-0.0462	0.5673	1	1116	3253	203	2015.803
1449	gc ms analysis	-0.1491	0.4327	1	533	877	58	2016.4655
1450	gcms	-0.1662	0.5039	1	613	1136	70	2018.2143
1451	gcms analysis	-0.2207	0.6464	1	206	275	16	2018.5625
1452	gdi	0.8561	-0.4402	3	144	224	12	2017.9167
1453	gene	-0.6778	0.0635	4	636	2051	155	2015.729
1454	gene expression	-0.4169	-0.0497	4	198	333	24	2016.9583
1455	genetic diversity	-0.5318	-0.3563	2	88	173	20	2014.2
1456	genetic engineering	-0.7331	0.0516	4	234	353	25	2015
1457	genetic improvement	-0.5958	-0.3715	2	176	245	18	2013.8889
1458	genome	-0.7794	0.0418	4	231	429	35	2015.1143
1459	genotoxicity	0.4678	-0.3012	3	188	342	25	2017.4
1460	genotype	-0.5346	-0.2717	2	320	664	62	2014.9677
1461	geometric mean diameter	0.9376	-0.2746	3	120	192	11	2014.3636
1462	geometry	1.0534	-0.0439	3	444	902	55	2017.2909
1463	germany	-0.3795	-0.7148	2	498	903	71	2012.3521
1464	germination	-0.6301	-0.3257	2	115	171	23	2014.4783
1465	gge	-0.6405	-0.2374	2	282	462	24	2016.9167
1466	ghg	-0.497	-0.7086	2	1187	5243	312	2014.9615
1467	ghg balance	-0.6032	-0.8609	2	174	281	15	2012.5333
1468	ghg emission	-0.5047	-0.7294	2	1070	4146	256	2015.0898
1469	ghg emission reduction	-0.4975	-0.6935	2	281	461	26	2015.9615
1470	ghg mitigation	-0.6215	-0.8502	2	154	207	13	2015.6923
1471	ghg reduction	-0.4643	-0.7013	2	255	396	28	2015.9286
1472	ghg saving	-0.5826	-0.802	2	192	317	21	2014.2381
1473	ghgs	-0.2937	-0.6443	2	175	229	14	2012.5
1474	gis	-0.5691	-0.6567	2	160	215	17	2016.1765
1475	global climate change	-0.2651	-0.6645	2	257	323	24	2013.875
1476	global economy	-0.3016	-0.7149	2	174	207	10	2016.2
1477	global level	-0.3527	-0.6556	2	179	212	13	2016.0769
1478	global market	-0.1119	-0.428	2	166	186	12	2014.0833
1479	global scale	-0.2537	-0.6928	2	158	178	15	2014.0667
1480	global warming potential	-0.5519	-0.6981	2	548	1365	76	2015.0921
1481	glucose	-0.7219	0.3016	4	930	2965	186	2015.4516
1482	glyceride	-0.1979	0.4855	1	274	397	36	2012.0556
1483	glycerol conversion	0.0922	0.7344	1	150	245	19	2015.8947
1484	glycerol ether	0.024	0.3662	1	133	195	13	2015.0769
1485	good accuracy	0.3669	0.3365	1	78	87	10	2014.4
1486	good catalytic activity	-0.1265	0.9429	1	137	205	10	2017.5
1487	good quality	-0.4476	0.4742	4	154	185	11	2015.3636
1488	good source	-0.5751	0.1657	4	196	235	19	2014.8421
1489	good stability	-0.1421	0.6532	1	252	342	22	2017.5
1490	good yield	-0.1923	0.4649	1	151	179	15	2016.2
1491	government	-0.3018	-0.7049	2	1012	3106	218	2013.1055
1492	government policy	-0.1553	-0.6058	2	230	310	20	2014.05
1493	government subsidy	-0.5004	-0.614	2	128	146	10	2011.9
1494	gpc	0.1391	0.531	1	154	198	12	2015.5
1495	grain	-0.5125	-0.4399	2	702	1281	82	2014.7683
1496	graphene oxide	0.3841	0.4697	1	191	265	15	2019.3333
1497	graphic abstract	-0.198	0.6186	1	164	208	13	2020.3846
1498	graphical abstract	-0.5072	0.4906	4	132	149	13	2018.2308
1499	grass	-0.5552	-0.5328	2	493	844	58	2014.8103
1500	grassland	-0.5619	-0.7741	2	256	443	28	2013.8929
1501	gravimetric analysis	0.2066	0.5881	1	316	505	26	2016.6538
1502	greece	-0.505	-0.7371	2	192	252	18	2015.2778
1503	green algae	-0.6976	0.0656	4	269	359	21	2015.6667
1504	green biofuel	-0.1132	0.5046	1	181	208	13	2017.1538
1505	green catalyst	-0.2303	0.7237	1	159	253	14	2015.2143
1506	green diesel production	-0.1927	0.4156	1	203	291	20	2018
1507	green gasoline	-0.3655	0.2355	1	165	218	15	2014.7333
1508	greenhouse gas	-0.455	-0.7099	2	1146	4477	267	2015.0899
1509	greenhouse gas balance	-0.566	-0.8271	2	150	211	12	2010.6667
1510	greenhouse gas emission	-0.3282	-0.6407	2	1510	5751	389	2014.4499
1511	greenhouse gas reduction	-0.5328	-0.692	2	214	297	20	2013.65
1512	greenhouse gases emission	-0.3796	-0.6152	2	193	236	15	2016.5333
1513	greet	-0.5531	-0.6395	2	138	213	13	2014.6154
1514	grid	-0.2336	-0.5203	2	481	738	51	2014.9216
1515	growth	-0.5628	-0.1213	4	2055	9035	625	2015.3648
1516	growth condition	-0.7821	0.026	4	356	568	40	2015.75
1517	growth kinetic	-0.8732	0.1578	4	138	191	12	2015.25
1518	growth medium	-0.8385	0.1605	4	429	863	50	2016.46
1519	growth parameter	-0.8239	-0.0377	4	192	260	17	2016.1765
1520	growth rate	-0.8329	0.0245	4	827	2200	143	2015.3427
1521	guaiacol	-0.0194	0.7239	1	369	759	48	2016.5417
1522	gvl	-0.2746	0.4646	1	117	183	14	2016.3571
1523	gwp	-0.5799	-0.692	2	434	937	50	2014.54
1524	h c ratio	0.1552	0.4102	1	238	305	20	2018.2
1525	h reaction time	-0.1431	0.8345	1	434	857	48	2016.5833
1526	h2 pressure	-0.1457	0.7965	1	291	505	27	2017.4815
1527	h2 tpr	0.0088	0.8289	1	190	327	16	2018.5
1528	h2o	-0.0112	0.5312	1	367	492	31	2014.6129
1529	h2s	-0.0466	0.5845	1	84	108	12	2014.9167
1530	h2so4	-0.1671	0.6072	1	598	1191	73	2015.863
1531	h3po4	-0.2173	0.6965	1	132	166	13	2014.3077
1532	harmful emission	0.7614	-0.2804	3	381	640	42	2016.8095
1533	harmful exhaust emission	0.6582	-0.4521	3	117	178	11	2016.4545
1534	harmful pollutant	0.9881	-0.2267	3	171	227	11	2017.3636
1535	harvest	-0.5237	-0.3484	2	566	963	69	2014.971
1536	harvesting	-0.6751	-0.2734	2	746	1548	106	2016.217
1537	hc emission	1.3273	-0.218	3	718	2935	148	2016.1351
1538	hcci	1.2275	-0.1653	3	288	609	34	2014.9118
1539	hcci combustion	1.3127	-0.2642	3	145	222	13	2012.6154
1540	hcci engine	1.2355	-0.1841	3	188	335	20	2015.2
1541	hcl	-0.1781	0.5103	1	269	348	24	2016.5
1542	hdo	-0.1257	0.7232	1	662	2104	122	2017.2623
1543	hdo process	-0.1693	0.7527	1	211	354	20	2017.25
1544	hdo reaction	-0.0604	0.8014	1	194	317	16	2017.3125
1545	health effect	0.3114	-0.4129	3	244	410	31	2014.7419
1546	health impact	0.2019	-0.6016	2	222	314	27	2016.1852
1547	health risk	0.2748	-0.4936	3	199	304	23	2014.6957
1548	heat integration	-0.5424	-0.1738	2	194	292	24	2015.875
1549	heat loss	0.6558	-0.2722	3	134	182	11	2017.1818
1550	heat release	1.3046	-0.1877	3	488	1305	64	2015.4375
1551	heat release rate	1.4071	-0.1497	3	779	4099	189	2016.9153
1552	heating rate	-0.0229	0.5109	1	370	826	60	2016.1833
1553	heavy bio oil	-0.0575	0.6734	1	127	190	13	2014.3077
1554	heavy duty diesel engine	0.8706	-0.3165	3	393	849	48	2013.0625
1555	heavy duty engine	0.6161	-0.4339	3	202	291	16	2012.875
1556	heavy duty truck	0.14	-0.6937	2	110	140	10	2014.6
1557	heavy duty vehicle	0.3532	-0.6049	2	232	342	23	2014.1304
1558	heavy fraction	0.0067	0.6663	1	193	281	20	2016
1559	heavy fuel oil	-0.1394	-0.6007	2	200	282	23	2016.2174
1560	heavy oil	-0.1839	0.3536	1	240	342	21	2017
1561	hectare	-0.5712	-0.6913	2	498	916	64	2013.25
1562	hefa	-0.1628	-0.3697	2	269	394	29	2017.5862
1563	hemicellulose	-0.3769	0.1956	1	602	1075	80	2016.5375
1564	heptadecane	-0.2731	0.7925	1	318	590	34	2015.9412
1565	heptane	0.3051	0.3632	3	177	230	20	2017.2
1566	hermetia	-0.4164	0.1908	4	117	147	11	2017.5455
1567	heteroatom	-0.274	0.5585	1	157	232	17	2016.3529
1568	heterogeneous acid catalyst	-0.201	0.8763	1	201	334	20	2015.8
1569	heterogeneous base catalyst	-0.1845	0.9519	1	221	416	19	2016.6316
1570	heterogeneous catalysis	-0.2598	0.6229	1	276	406	31	2014.5484
